agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,payment_contribution_source,payment_fallback_reason
9,0.3675861669249263,0.39350456110328497,0.5611845456923029,0.4837451941853522,1.3,4.366944531135133,25,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
19,0.3532777682294573,0.5181621055633816,0.35175882853608476,0.3523664044134338,1.3,3.5340030039811703,25,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
20,0.2791360648456166,0.08833333333333332,0.08705662577161243,0.1638884014012141,1.06,2.0990524648836972,25,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
10,0.35936896272190333,0.29138286982980677,0.6176217644609755,0.5143206437653467,1.06,4.361938532973525,26,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
14,0.36784069323264207,0.35425278141309247,0.19114053375261067,0.2618205975446232,1.3,2.9808882362364812,26,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
16,0.2727903440454546,0.3543643487571009,0.19123770178641375,0.22385875869003008,1.22,2.657173230789993,26,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
8,1.0,0.3333333333333333,1.0,1.0,1.1400000000000001,10.0,28,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
8,0.6278081035117801,0.46518420015545514,0.5605846803935829,0.5874740496408617,1.1400000000000001,5.722297587198721,29,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,opt_fallback,no_positive_eval_contribution
15,0.3721918964882199,0.058905421763318574,0.43941531960641717,0.4125259503591382,1.06,4.277702412801277,29,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,opt_fallback,no_positive_eval_contribution
8,0.41202678844060914,0.37372970442501846,0.12083566720875709,0.2373121157014979,1.1400000000000001,2.701513721315856,29,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
16,0.34370584556674505,0.4594444578398649,0.792996299172613,0.6132801177302658,1.22,5.255383174665149,29,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
15,0.24426736599264584,0.16682583773511667,0.0861680336186299,0.1494077665682363,1.06,2.0431031040189946,29,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
