seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,rounds_executed,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_consistency_l1,selected_poison_weight,stage3_requests,contribution_requests,payment_status,paid_total
3,2,0.3,0.0,uniform,0,median,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.3082138446378827e-05, 0.3066915131000381, 0.0712514663987499, 0.07307823885560383, 0.3873470640713448, 0.012009089453813031, 0.14960954598200402]","[0.0028759036714045365, 0.1401191157358582, 0.21661602914117267, 0.08285186813354424, 0.19145684285090817, 0.16888754574827605, 0.19719269471883594]","[0.002857142857142857, 0.14007815285438935, 0.21670444689869212, 0.08271404810113873, 0.19150270841313297, 0.1688952394425042, 0.1972482614329998]",13,True,fixed_point_tolerance,0.5,13,0,0.008189745711376872,0.021058600395917892,0.0007901749125442691,0.0028759036714045365,10493,44499,ok,10.0
3,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.3082138446378827e-05, 0.3066915131000381, 0.0712514663987499, 0.07307823885560383, 0.3873470640713448, 0.012009089453813031, 0.14960954598200402]","[0.02571116910534705, 0.15398985046846286, 0.32734755205742594, 0.03659547568854974, 0.00852074258552489, 0.14811509615391233, 0.2997201139407772]","[0.02203146772014052, 0.15433954272254982, 0.3331426262930114, 0.03325766397081128, 0.00430106842744864, 0.14828025503568892, 0.3046473758303495]",20,False,max_rounds,0.5,20,0,0.007631201830789136,0.019927873462438583,0.022474374522042567,0.02571116910534705,20006,125020,ok,10.0
4,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[2.498203174174449e-05, 0.11928920333023771, 0.17644771737967513, 0.08427204143858943, 0.18973745719281604, 0.11127307156832544, 0.31895552705861446]","[0.4783658054069551, 0.0028933756666899998, 0.0028913225446428573, 0.0028921745118644453, 0.0028920336276469145, 0.447986356632987, 0.06207893160921352]","[0.4784682046771809, 0.002857142857142857, 0.002857142857142857, 0.002857142857142857, 0.002857142857142857, 0.44807740693349113, 0.06202581696075664]",12,True,fixed_point_tolerance,0.5,12,0,0.026385948859692476,0.03331382798829249,0.0007737982829187041,0.4783658054069551,9345,211932,ok,10.0
4,2,0.3,0.0,uniform,0,median,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[2.498203174174449e-05, 0.11928920333023771, 0.17644771737967513, 0.08427204143858943, 0.18973745719281604, 0.11127307156832544, 0.31895552705861446]","[0.12480848324253971, 0.2531032192203796, 0.025508440932600195, 0.07313244703607691, 0.2608511295725542, 0.06448146786771831, 0.19811481212813112]","[0.12482112594136938, 0.2530259942091946, 0.025590641180605514, 0.07318128768957023, 0.26076847731639735, 0.06453636834651405, 0.198076105316349]",18,True,fixed_point_tolerance,0.5,18,0,0.01440470951981443,0.0338677316904068,0.0007943363164960096,0.12480848324253971,14602,119700,ok,10.0
4,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[2.498203174174449e-05, 0.11928920333023771, 0.17644771737967513, 0.08427204143858943, 0.18973745719281604, 0.11127307156832544, 0.31895552705861446]","[0.42416033374069434, 0.03525447071956339, 0.00835200651213348, 0.006410569030310825, 0.12708238966092053, 0.3738969947166255, 0.02484323561975186]","[0.42429576999075175, 0.03520266433100203, 0.008287247661646206, 0.0063448754552246816, 0.12707479474736208, 0.37400823117665777, 0.024786416637355514]",11,True,fixed_point_tolerance,0.5,11,0,0.025389751341792832,0.028525731712579726,0.0009866908403585182,0.42416033374069434,8169,105567,ok,10.0
5,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[2.1275328335565695e-05, 0.11624006004144707, 0.18536242292750013, 0.27973546745602196, 0.1749615300041603, 0.15873946822175017, 0.08493977602078485]","[0.035739516910549635, 0.08716263262403631, 0.08430329232267156, 0.007234910155158177, 0.0028913225446428573, 0.31027504517521803, 0.4723932802677234]","[0.03579034723926528, 0.08719785846703734, 0.0843393858403412, 0.007261091839910404, 0.002857142857142857, 0.31024256694377506, 0.4723116068125279]",12,True,fixed_point_tolerance,0.5,12,0,0.00966699680197003,0.02321403713098594,0.0005933254965542192,0.035739516910549635,8729,154056,ok,10.0
5,2,0.3,0.0,uniform,0,median,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[2.1275328335565695e-05, 0.11624006004144707, 0.18536242292750013, 0.27973546745602196, 0.1749615300041603, 0.15873946822175017, 0.08493977602078485]","[0.3969823539472357, 0.05727562766612236, 0.1725831148055641, 0.0285636788935575, 0.012810418220678636, 0.0029938616071428573, 0.32879094485969884]","[0.39709087893903333, 0.05725896782577145, 0.17260894675977095, 0.028536438454679444, 0.012773284429194228, 0.002857142857142857, 0.32887434073440763]",10,True,fixed_point_tolerance,0.5,10,0,0.005262340477628413,0.018539346754550934,0.0008710112828533025,0.3969823539472357,6146,115500,ok,10.0
5,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[2.1275328335565695e-05, 0.11624006004144707, 0.18536242292750013, 0.27973546745602196, 0.1749615300041603, 0.15873946822175017, 0.08493977602078485]","[0.28663094185569293, 0.4369995961140185, 0.07934638530449557, 0.0028913225446428573, 0.0028913225446428573, 0.02978506229176918, 0.16145536934473814]","[0.2866755614493446, 0.4370972251720017, 0.079317930869779, 0.002857142857142857, 0.002857142857142857, 0.029739136002978873, 0.16145586079161003]",12,True,fixed_point_tolerance,0.5,12,0,0.005916123256479722,0.023110023140907286,0.0005709603940273235,0.28663094185569293,7560,175644,ok,10.0
6,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.491690165141443e-05, 0.05612603752739851, 0.17905846095782216, 0.37103291831275215, 0.24460764100348545, 0.10547147004567789, 0.04368855525121251]","[0.037683117859876256, 0.23296008236296295, 0.08549916442215981, 0.34385751928175073, 0.0029255022321428574, 0.0029257101525697084, 0.29414890368853774]","[0.03768380083975931, 0.23299312316727602, 0.08550777062659491, 0.3439089360363593, 0.002857142857142857, 0.002857142857142857, 0.2941920836157247]",11,True,fixed_point_tolerance,0.5,11,0,0.013939587944276743,0.022724114624517306,0.0005477066817072681,0.037683117859876256,9877,125587,ok,10.0
6,2,0.3,0.0,uniform,0,median,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.491690165141443e-05, 0.05612603752739851, 0.17905846095782216, 0.37103291831275215, 0.24460764100348545, 0.10547147004567789, 0.04368855525121251]","[0.002865687779017857, 0.00287691268866808, 0.002902369153009017, 0.002865687779017857, 0.01664329054968518, 0.49536941416645386, 0.4764766378841481]","[0.002857142857142857, 0.002857142857142857, 0.002857142857142857, 0.002857142857142857, 0.016555505442658998, 0.4954578264937725, 0.47655809663499704]",14,True,fixed_point_tolerance,0.5,14,0,0.03857559182619541,0.033823464065790176,0.0006794843126702193,0.002865687779017857,15750,116326,ok,10.0
6,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.491690165141443e-05, 0.05612603752739851, 0.17905846095782216, 0.37103291831275215, 0.24460764100348545, 0.10547147004567789, 0.04368855525121251]","[0.2856177633877254, 0.06601304392972329, 0.19429326855721651, 0.0028913225446428573, 0.0028922937920432407, 0.0028921302280317386, 0.44540017756061706]","[0.285653549118128, 0.06599242001410298, 0.1943055958553991, 0.002857142857142857, 0.002857142857142857, 0.002857142857142857, 0.4454770064409413]",12,True,fixed_point_tolerance,0.5,12,0,0.003044549072872549,0.02108641527593136,0.0004997676356381137,0.2856177633877254,10325,198912,ok,10.0
7,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[3.176642477390021e-05, 0.11737322997960228, 0.10842706744142862, 0.20965016893392383, 0.17543564375098486, 0.16039955766644143, 0.22868256580284513]","[0.12361385996218299, 0.18356283270835239, 0.002893818068117608, 0.0028913919034491203, 0.018015610742750543, 0.666128978683944, 0.0028935079312033584]","[0.12360792325530968, 0.18357270607020748, 0.002857142857142857, 0.002857142857142857, 0.017981825091995775, 0.6662661170110585, 0.002857142857142857]",12,True,fixed_point_tolerance,0.5,12,0,0.02392666931607934,0.02257264219224453,0.000588046755878324,0.12361385996218299,6916,138684,ok,10.0
7,2,0.3,0.0,uniform,0,median,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[3.176642477390021e-05, 0.11737322997960228, 0.10842706744142862, 0.20965016893392383, 0.17543564375098486, 0.16039955766644143, 0.22868256580284513]","[0.0470831199539831, 0.11563504718230028, 0.013671353160951277, 0.2860809385094174, 0.18818143820634603, 0.0777325829026974, 0.27161552008430456]","[0.047144497386475, 0.11565249264704033, 0.013754142750921908, 0.28598915256806906, 0.18815239182410465, 0.07777431841887394, 0.27153300440451505]",12,True,fixed_point_tolerance,0.5,12,0,0.02217893570638818,0.011144695803523064,0.0008133920135165954,0.0470831199539831,10052,13020,ok,10.0
7,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[3.176642477390021e-05, 0.11737322997960228, 0.10842706744142862, 0.20965016893392383, 0.17543564375098486, 0.16039955766644143, 0.22868256580284513]","[0.0566915066347932, 0.08774204960077298, 0.06018710896409283, 0.1260430509866594, 0.005797631202122386, 0.511430343750128, 0.15210830886143117]","[0.05664715270803397, 0.08771367900064983, 0.06014455440534724, 0.12603439590057125, 0.005727079555223206, 0.5116200675132722, 0.15211307091690227]",11,True,fixed_point_tolerance,0.5,11,0,0.02392670308418099,0.02122584618628025,0.0007779432744612581,0.0566915066347932,6804,78848,ok,10.0
8,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[8.861025975519314e-06, 0.42957624753297496, 0.08385575638536971, 0.2180478187718818, 0.029070213227407004, 0.0733972067824874, 0.16604389627390356]","[0.1715811920669131, 0.37360968664536826, 0.2216464242705954, 0.02093910588270464, 0.08449000226548589, 0.024795528581138173, 0.10293806028779451]","[0.1715971595974668, 0.37373796063161474, 0.221690222770211, 0.020871332360726007, 0.08445755631422319, 0.024729898821928345, 0.10291586950382998]",11,True,fixed_point_tolerance,0.5,11,0,0.009884240019626622,0.023576459980436733,0.0007521600656628068,0.1715811920669131,6601,180565,ok,10.0
8,2,0.3,0.0,uniform,0,median,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[8.861025975519314e-06, 0.42957624753297496, 0.08385575638536971, 0.2180478187718818, 0.029070213227407004, 0.0733972067824874, 0.16604389627390356]","[0.19766746286113906, 0.0029938616071428564, 0.18159580402537698, 0.09561451963787358, 0.1765405554965879, 0.2033702269320935, 0.14221756943978592]","[0.19772320819340852, 0.002857142857142857, 0.1816347332435956, 0.09556348483313293, 0.1765741953021402, 0.20343193918613514, 0.1422152963844448]",10,True,fixed_point_tolerance,0.5,10,0,0.012274713564112139,0.016011714935302734,0.0007601064403273947,0.19766746286113906,6342,100870,ok,10.0
8,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[8.861025975519314e-06, 0.42957624753297496, 0.08385575638536971, 0.2180478187718818, 0.029070213227407004, 0.0733972067824874, 0.16604389627390356]","[0.06476332796977886, 0.0809034825653747, 0.07431803678002072, 0.0660147254986561, 0.3926537162330671, 0.09906145467973546, 0.2222852562733669]","[0.06470574498915946, 0.08085780063236853, 0.07426749902587716, 0.0659580652441163, 0.39283790535565327, 0.09902916164516967, 0.2223438231076557]",8,True,fixed_point_tolerance,0.5,8,0,0.01335393928517803,0.012247808650135994,0.0009710238274993066,0.06476332796977886,9905,140896,ok,10.000000000000002
9,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.079114644339673e-05, 0.23595307945848049, 0.13033676736870192, 0.18654634017937083, 0.19077585311604056, 0.10682918533734163, 0.1495479833936212]","[0.02308673638531454, 0.19598446785551876, 0.27188628992794317, 0.17122128262039457, 0.28516811128871594, 0.03131517554093103, 0.021337936381182122]","[0.023165253317567216, 0.19594963959785022, 0.2718017033167959, 0.17120268816700826, 0.28507481761963427, 0.031388298220807354, 0.02141759976033677]",15,True,fixed_point_tolerance,0.5,15,0,0.0036342208621210625,0.016850766193653857,0.0009252119651346549,0.02308673638531454,14371,239715,ok,9.999999999999998
9,2,0.3,0.0,uniform,0,median,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.079114644339673e-05, 0.23595307945848049, 0.13033676736870192, 0.18654634017937083, 0.19077585311604056, 0.10682918533734163, 0.1495479833936212]","[0.10457909119365857, 0.1803164608619911, 0.2497334550925914, 0.11383026480675387, 0.01258249248304372, 0.18110229843117986, 0.15785593713078153]","[0.10454783613667776, 0.180347047400956, 0.2498207224712497, 0.11380656358142988, 0.012476119733030335, 0.1811335266276204, 0.15786818404903608]",10,True,fixed_point_tolerance,0.5,10,0,0.01530531423083259,0.012213491834700108,0.0006453161292729308,0.10457909119365857,7245,60550,ok,10.0
9,2,0.3,0.0,uniform,0,trimmed,0.5,fixed,controlled,7,1,"[15, 1, 2, 3, 4, 5, 6]","[1.079114644339673e-05, 0.23595307945848049, 0.13033676736870192, 0.18654634017937083, 0.19077585311604056, 0.10682918533734163, 0.1495479833936212]","[0.5741749273673863, 0.0538622522893664, 0.12256714792386676, 0.025463635821242808, 0.1328181820364017, 0.08652608775476651, 0.004587766806969721]","[0.5604714526413889, 0.057032212565505454, 0.12350904871511344, 0.0295545465798079, 0.13342764780138916, 0.08863677899702462, 0.0073683126997706044]",20,False,max_rounds,0.5,20,0,0.012384993972752278,0.015410111658275128,0.027406949451994695,0.5741749273673863,13909,231280,ok,10.0
