seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,rounds_executed,final_accepted_round,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_delivered_solution_evaluation_loss,final_full_solution_source,final_loo_search_objective,final_consistency_l1,selected_poison_weight,stage3_requests,contribution_requests,payment_status,paid_total
10,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.006666666666666667, 0.9866666666666667, 0.006666666666666667]",2,0,False,uninformative_contribution,0.5,0,1,0.0023854643988938107,0.01384574423233668,0.01384574423233668,stage3_l_opt,l_opt_current_alpha,1.3066666666666666,0.0,528,1428,rejected_uninformative_contribution,
11,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.9863475754695024, 0.006826171875, 0.00682625265549771]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]",12,11,True,fixed_point_tolerance,0.5,11,0,0.00916302876149079,0.0036158631555736065,0.0036158631555736065,stage3_l_opt,l_opt_current_alpha,0.0006381823943287096,0.0,9786,17541,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.4445629359617211, 0.2752028742970554, 0.2802341897412234]","[0.7391934370396017, 0.20826347468994702, 0.05254308827045126]",20,5,False,max_rounds,0.05,2,17,0.0083560729556214,0.006088757266600926,0.006088757266600926,stage3_l_opt,l_opt_current_alpha,0.5892610021557612,0.0,21579,31527,ok,10.0
13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.0070244658780254906, 0.9862689619713839, 0.0067065721505906025]","[0.006688762795242454, 0.986644570538091, 0.006666666666666667]",14,13,True,fixed_point_tolerance,0.5,13,0,0.022243534072541704,0.012428857075671354,0.012428857075671354,stage3_l_opt,l_opt_current_alpha,0.0007512171334140135,0.0,3168,19938,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.9863279506833472, 0.006834333474625916, 0.006837715842026894]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]",12,11,True,fixed_point_tolerance,0.5,11,0,0.001376671898484099,0.008076914896567663,0.008076914896567663,stage3_l_opt,l_opt_current_alpha,0.0006774319666389469,0.0,2640,23151,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.006666666666666667, 0.27452419333404665, 0.7188091399992866]",20,0,False,max_rounds,0.05,0,19,0.010581442761669377,0.005644686209658782,0.005644686209658782,stage3_l_opt,l_opt_current_alpha,0.7709516133319066,0.0,13836,27354,ok,10.0
16,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.46188961818461244, 0.3064759237810961, 0.2316344580342915]","[0.4984057535475183, 0.28983551797000584, 0.21175872848247582]",20,6,False,max_rounds,0.05,5,14,0.016688264481620113,0.010746020823717117,0.010746020823717117,stage3_l_opt,l_opt_current_alpha,0.07303227072581184,0.0,5346,20082,ok,10.0
17,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[19, 14, 15]","[0.43312189581145044, 0.31999163326538566, 0.24688647092316396]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.12224069860531737, 0.006666666666666667, 0.871092634728016]",2,0,False,uninformative_contribution,0.5,0,1,0.0006508197613193899,0.0132973895718654,0.0132973895718654,stage3_l_opt,l_opt_current_alpha,1.0755186027893653,0.0,1449,1902,rejected_uninformative_contribution,
18,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[8, 10, 6]","[0.45959297867582394, 0.28565078512786485, 0.2547562361963112]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[],1,0,False,uninformative_contribution,0.5,0,0,0.011424451487007669,0.0025246466199556985,0.0025246466199556985,stage3_l_opt,l_opt_current_alpha,,0.0,117,525,rejected_uninformative_contribution,
19,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[10, 8, 18]","[0.3984081239269777, 0.3523335035096514, 0.2492583725633708]","[0.36820560055223406, 0.27506247668526596, 0.3567319227625]","[0.4183551811328227, 0.1912635368965641, 0.39038128197061334]",20,4,False,max_rounds,0.05,2,17,0.020626603976590052,0.01096365600824356,0.01096365600824356,stage3_l_opt,l_opt_current_alpha,0.16759787957740385,0.0,5523,12210,ok,10.0
20,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[17, 11, 10]","[0.4483165027008619, 0.28458531095705364, 0.2670981863420845]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[],1,0,False,uninformative_contribution,0.5,0,0,0.003687141118953449,0.011514744410912195,0.011514744410912195,stage3_l_opt,l_opt_current_alpha,,0.0,135,1509,rejected_uninformative_contribution,
21,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[2, 9, 10]","[0.40623913667891914, 0.36194171975397477, 0.23181914356710612]","[0.8947916666666668, 0.05260416666666665, 0.05260416666666665]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]",20,5,False,max_rounds,0.05,4,15,0.019058835377253835,0.015849163755774498,0.015849163755774498,stage3_l_opt,l_opt_current_alpha,0.1837499999999999,0.0,4782,23616,ok,10.0
22,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[1, 19, 6]","[0.3883730512755489, 0.3242492465842478, 0.28737770214020336]","[0.809264629269939, 0.09536112683606918, 0.09537424389399173]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]",20,8,False,max_rounds,0.05,5,14,0.0020315572287158135,0.002831819156805674,0.002831819156805674,stage3_l_opt,l_opt_current_alpha,0.3548040747934552,0.0,3609,25455,ok,10.0
23,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[3, 18, 5]","[0.36609480630527397, 0.3196368032667526, 0.31426839042797344]","[0.6604196019815307, 0.17367898841628024, 0.16590140960218908]","[0.6621862073574302, 0.16891424470077387, 0.1688995479417959]",20,4,False,max_rounds,0.05,3,16,0.007804054623689165,0.0025250365336736045,0.0025250365336736045,stage3_l_opt,l_opt_current_alpha,0.009529487431012645,0.0,3003,21897,ok,10.0
24,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[13, 20, 7]","[0.4572396236279282, 0.2299679008300801, 0.3127924755419918]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.09440774627799073, 0.7855279390515507, 0.12006431467045862]",20,0,False,max_rounds,0.05,0,19,0.024665167353697344,0.0026645331333080926,0.0026645331333080926,stage3_l_opt,l_opt_current_alpha,0.9043892114364347,0.0,5862,25242,ok,10.0
25,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[9, 19, 20]","[0.3675861669249263, 0.3532777682294573, 0.2791360648456166]","[0.39350456110328497, 0.5181621055633816, 0.08833333333333332]","[0.5566275214451235, 0.3513903186320297, 0.09198215992284685]",20,2,False,max_rounds,0.05,2,17,0.002764055459538191,0.0041942090416948,0.0041942090416948,stage3_l_opt,l_opt_current_alpha,0.333543573862704,0.0,15588,26403,ok,10.0
26,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[10, 14, 16]","[0.35936896272190333, 0.36784069323264207, 0.2727903440454546]","[0.297437242248858, 0.3512372064783492, 0.35132555127279286]","[0.20345207688499115, 0.39817488513645194, 0.3983730379785569]",20,19,False,max_rounds,0.125,17,2,0.034658360333260696,0.006251410852807264,0.006251410852807264,stage3_l_opt,l_opt_current_alpha,0.1879703307277336,0.0,5652,24510,ok,10.0
27,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[5, 13, 14]","[0.3674759152413462, 0.2800519508443133, 0.35247213391434046]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[],1,0,False,uninformative_contribution,0.5,0,0,0.005495516020414176,0.008671447013815245,0.008671447013815245,stage3_l_opt,l_opt_current_alpha,,0.0,255,720,rejected_uninformative_contribution,
28,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[20, 13, 8]","[0.4588398695621773, 0.2746355426572469, 0.2665245877805758]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",3,0,False,uninformative_contribution,0.25,0,2,0.0004162951191339567,0.01142459021260341,0.01142459021260341,stage3_l_opt,l_opt_current_alpha,1.3066666666666666,0.0,2484,2907,rejected_uninformative_contribution,
29,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,"[8, 16, 15]","[0.41202678844060914, 0.34370584556674505, 0.24426736599264584]","[0.37372970442501846, 0.4594444578398649, 0.16682583773511667]","[0.1250856205312486, 0.7838030398558274, 0.09111133961292397]",20,4,False,max_rounds,0.05,2,17,0.00215699369606015,0.006401838734745979,0.006401838734745979,stage3_l_opt,l_opt_current_alpha,0.6487171640319251,0.0,14829,25884,ok,10.0
