seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,rounds_executed,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_consistency_l1,selected_poison_weight,stage3_requests,contribution_requests,payment_status,paid_total
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[8, 10, 20]","[0.3707857194733917, 0.30983453618478235, 0.3193797443418259]","[0.6826281760467328, 0.030547263304872375, 0.28682456064839484]","[0.6828728297874208, 0.030335185324890625, 0.28679198488768853]",11,True,fixed_point_tolerance,0.5,11,0,0.0001834965989777615,0.00831918977200985,0.0009786149627522209,0.0,2910,8745,ok,10.0
2,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[8, 10, 20]","[0.3707857194733917, 0.30983453618478235, 0.3193797443418259]","[0.6828728297874208, 0.030335185324890625, 0.28679198488768853]","[0.6828728297874208, 0.030335185324890625, 0.28679198488768853]",2,True,fixed_point_tolerance,1.0,2,0,0.0001834965989777615,0.00831918977200985,0.0,0.0,444,1590,ok,10.0
3,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[4, 1, 16]","[0.4115740775572319, 0.32587384365854005, 0.262552078784228]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.5325742873973774, 0.006666666666666667, 0.46075904593595585]",1,False,no_update_baseline,0.0,0,0,0.005014975842373204,0.02739337335030238,0.6533333333333333,0.0,222,444,ok,10.0
3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[4, 1, 16]","[0.4115740775572319, 0.32587384365854005, 0.262552078784228]","[0.6505287717333572, 0.0070390305760555235, 0.34243219769058736]","[0.6524713118125879, 0.006666666666666667, 0.3408620215207454]",20,False,max_rounds,0.3,20,0,0.006783324230775989,0.02788055936495463,0.003885080158461479,0.0,2931,8880,ok,10.0
3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[4, 1, 16]","[0.4115740775572319, 0.32587384365854005, 0.262552078784228]","[0.6523403587022581, 0.0067065429687500015, 0.34095309832899195]","[0.6525827761927119, 0.006666666666666667, 0.3407505571406214]",13,True,fixed_point_tolerance,0.5,13,0,0.006783188614306823,0.02788066367308299,0.0009696699618152622,0.0,1809,5772,ok,10.0
3,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[4, 1, 16]","[0.4115740775572319, 0.32587384365854005, 0.262552078784228]","[0.5325742873973774, 0.006666666666666667, 0.46075904593595585]",[],2,False,uninformative_contribution,1.0,1,0,0.016384718371085683,0.03044891854127248,,0.0,405,888,rejected_uninformative_contribution,
4,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[10, 8, 20]","[0.4262723871098569, 0.33062692807109606, 0.2431006848190471]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6769965220323654, 0.01973198365992225, 0.30327149430771244]",1,False,no_update_baseline,0.0,0,0,0.019435003960637687,0.016787951191266377,0.687326377398064,0.0,213,183,ok,10.0
4,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[10, 8, 20]","[0.4262723871098569, 0.33062692807109606, 0.2431006848190471]","[0.7086065073265737, 0.006938118359553007, 0.2844553743138733]","[0.7088787937569334, 0.006666666666666667, 0.2844545395763998]",20,True,fixed_point_tolerance,0.3,20,0,0.04574438559345495,0.02436490108569463,0.00077796122959925,0.0,3357,3660,ok,10.000000000000002
4,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[10, 8, 20]","[0.4262723871098569, 0.33062692807109606, 0.2431006848190471]","[0.7087548571826321, 0.006832551424313113, 0.2844125913930548]","[0.7088722719939695, 0.006666666666666667, 0.28446106133936383]",11,True,fixed_point_tolerance,0.5,11,0,0.045740213994648116,0.024362968901793163,0.0006635390305857946,0.0,1854,2013,ok,10.0
4,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[10, 8, 20]","[0.4262723871098569, 0.33062692807109606, 0.2431006848190471]","[0.7088992250616167, 0.006666666666666667, 0.2844341082717166]","[0.7088992250616167, 0.006666666666666667, 0.2844341082717166]",4,True,fixed_point_tolerance,1.0,4,0,0.04575707265140139,0.0243709534406662,3.135863806846828e-06,0.0,798,732,ok,10.0
5,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[20, 18, 3]","[0.3728539235895875, 0.3526556687394589, 0.2744904076709535]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.8911396773268501, 0.006666666666666667, 0.10219365600648331]",1,False,no_update_baseline,0.0,0,0,0.020118267428521186,0.020471783354878426,1.1156126879870334,0.0,219,894,ok,10.0
5,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[20, 18, 3]","[0.3728539235895875, 0.3526556687394589, 0.2744904076709535]","[0.8930175892144733, 0.0070390305760555235, 0.09994338020947123]","[0.8936581284590521, 0.006666666666666667, 0.09967520487428122]",20,False,max_rounds,0.3,20,0,0.0206872425988065,0.020736174657940865,0.0012810784891577193,0.0,4059,17880,ok,10.0
5,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[20, 18, 3]","[0.3728539235895875, 0.3526556687394589, 0.2744904076709535]","[0.8935207155571337, 0.006746419270833334, 0.099732865172033]","[0.8936581284590521, 0.006666666666666667, 0.09967520487428122]",12,True,fixed_point_tolerance,0.5,12,0,0.0206872425988065,0.020736174657940865,0.0005496516076737351,0.0,2562,10728,ok,10.0
5,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[20, 18, 3]","[0.3728539235895875, 0.3526556687394589, 0.2744904076709535]","[0.8936581284590521, 0.006666666666666667, 0.09967520487428122]","[0.8936581284590521, 0.006666666666666667, 0.09967520487428122]",3,True,fixed_point_tolerance,1.0,3,0,0.0206872425988065,0.020736174657940865,0.0,0.0,645,2682,ok,10.0
6,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[18, 19, 3]","[0.3493537306424939, 0.37236512971503266, 0.2782811396424733]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.031115203323548585, 0.009873319517715189, 0.9590114771587362]",1,False,no_update_baseline,0.0,0,0,0.004461738390917347,0.01571028120815754,1.2513562876508058,0.0,264,948,ok,10.0
6,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[18, 19, 3]","[0.3493537306424939, 0.37236512971503266, 0.2782811396424733]","[0.007050974274917846, 0.007040597103187451, 0.9859084286218947]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",20,False,max_rounds,0.3,20,0,0.04793189025103928,0.03110198552409808,0.0015164760895440043,0.0,3993,18960,ok,10.0
6,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[18, 19, 3]","[0.3493537306424939, 0.37236512971503266, 0.2782811396424733]","[0.00675238815185308, 0.006747202145064547, 0.9865004097030824]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",12,True,fixed_point_tolerance,0.5,12,0,0.04793207498750718,0.0311021755139033,0.0006650278543371847,0.0,2511,11376,ok,10.0
6,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[18, 19, 3]","[0.3493537306424939, 0.37236512971503266, 0.2782811396424733]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",3,True,fixed_point_tolerance,1.0,3,0,0.04793198424180112,0.031102086106936138,0.0,0.0,678,2844,ok,10.0
7,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[15, 13, 9]","[0.46598568727126066, 0.2556701080586334, 0.27834420467010595]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.006666666666666667, 0.4586240553907022, 0.5347092779426311]",1,False,no_update_baseline,0.0,0,0,0.0011964693563868423,0.012479365492860476,0.6533333333333333,0.0,228,183,ok,10.0
7,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[15, 13, 9]","[0.46598568727126066, 0.2556701080586334, 0.27834420467010595]","[0.006927321403238867, 0.45898930264625315, 0.534083375950508]","[0.006666666666666667, 0.45909380902140073, 0.5342395243119326]",20,True,fixed_point_tolerance,0.3,20,0,0.0015612992437752382,0.012455821658174196,0.0007447278187777398,0.0,3549,3660,ok,10.0
7,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[15, 13, 9]","[0.46598568727126066, 0.2556701080586334, 0.27834420467010595]","[0.006826171875000001, 0.459011366900179, 0.534162461224821]","[0.006666666666666667, 0.45909532610625786, 0.5342380072270755]",11,True,fixed_point_tolerance,0.5,11,0,0.0015607039033369574,0.012455744668841362,0.0006380208333332665,0.0,1893,2013,ok,10.0
7,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[15, 13, 9]","[0.46598568727126066, 0.2556701080586334, 0.27834420467010595]","[0.006666666666666667, 0.4585802553898669, 0.5347530779434664]","[0.006666666666666667, 0.4585802553898669, 0.5347530779434664]",2,True,fixed_point_tolerance,1.0,2,0,0.0016260509350320973,0.012481531128287315,8.760000167057358e-05,0.0,363,366,ok,10.0
8,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[1, 18, 9]","[0.4665876591765998, 0.2816303085285814, 0.2517820322948189]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3338273170306473, 0.534083524900417, 0.13208915806893576]",1,False,no_update_baseline,0.0,0,0,0.0007172738854874794,0.007523282741506894,0.40248835052879517,0.0,453,372,ok,10.0
8,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[1, 18, 9]","[0.4665876591765998, 0.2816303085285814, 0.2517820322948189]","[0.33389577748971444, 0.5619051925935807, 0.1041990299167048]","[0.3338964529720455, 0.5621797020725396, 0.10392384495541485]",19,True,fixed_point_tolerance,0.3,19,0,0.004415994151319325,0.012722119068106016,0.0007862427465427785,0.0,4221,7068,ok,10.0
8,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[1, 18, 9]","[0.4665876591765998, 0.2816303085285814, 0.2517820322948189]","[0.33389614451130883, 0.5620543466158239, 0.10404950887286726]","[0.3338964532732386, 0.5621798244744586, 0.1039237222523028]",11,True,fixed_point_tolerance,0.5,11,0,0.004415992507498245,0.01272213893632094,0.000503146482257702,0.0,2553,4092,ok,10.0
8,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[1, 18, 9]","[0.4665876591765998, 0.2816303085285814, 0.2517820322948189]","[0.3338964534238351, 0.5621798856754673, 0.10392366090069757]","[0.3338964534238351, 0.5621798856754673, 0.10392366090069757]",3,True,fixed_point_tolerance,1.0,3,0,0.004416101194166799,0.012722148870428404,0.0,0.0,879,1116,ok,10.0
9,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[16, 8, 1]","[0.381457437556298, 0.28159936591932666, 0.33694319652437527]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.4192385402892074, 0.5476094116347272, 0.033152048076065394]",1,False,no_update_baseline,0.0,0,0,0.009792884123761364,0.006946942458550136,0.6003625705145359,0.0,135,849,ok,10.0
9,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[16, 8, 1]","[0.381457437556298, 0.28159936591932666, 0.33694319652437527]","[0.41589946989565, 0.5392806626047498, 0.04481986749960017]","[0.4159867386660499, 0.5394983398625331, 0.04451492147141694]",20,True,fixed_point_tolerance,0.3,20,0,0.02182248991859858,0.005076173692941666,0.0008712743662377467,0.0,6666,16980,ok,10.0
9,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[16, 8, 1]","[0.381457437556298, 0.28159936591932666, 0.33694319652437527]","[0.41593073045559315, 0.5393586368094281, 0.04471063273497884]","[0.41593700554325164, 0.5393742889593048, 0.04468870549744354]",11,True,fixed_point_tolerance,0.5,11,0,0.021789136296615774,0.005046418557564418,8.770895014120761e-05,0.0,3858,9339,ok,10.0
9,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[16, 8, 1]","[0.381457437556298, 0.28159936591932666, 0.33694319652437527]","[0.4159361592575894, 0.5393721780421759, 0.04469166270023471]","[0.4159361592575894, 0.5393721780421759, 0.04469166270023471]",4,True,fixed_point_tolerance,1.0,4,0,0.021788039420054292,0.005045911918083827,0.0007163786711047934,0.0,1185,3396,ok,10.0
10,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.4471843858287047, 0.2089537229614577, 0.3438618912098376]",1,False,no_update_baseline,0.0,0,0,0.0023850733366685972,0.013845899452765783,0.24875922074375129,0.0,186,57,ok,10.0
10,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.4494914548601694, 0.2064333040373879, 0.34407524110244275]","[0.4486727475573733, 0.2073277226053192, 0.34399952983730747]",20,False,max_rounds,0.3,20,0,0.002704595740689264,0.013890032966931662,0.0017888371358626698,0.0,4296,1140,ok,10.0
10,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.4496543884859815, 0.20625530286435684, 0.3440903086496616]","[0.44849682620266973, 0.20751991256820965, 0.3439832612291206]",20,False,max_rounds,0.5,20,0,0.0027098644110536974,0.013884875923395157,0.0025292194077055907,0.0,3282,1140,ok,10.0
10,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.4496486013903152, 0.20626162513093577, 0.3440897734787491]","[0.4484961071843987, 0.20752069807884346, 0.3439831947367579]",20,False,max_rounds,1.0,20,0,0.002710124729743413,0.0138848548134168,0.0025181458958153657,0.0,2889,1140,ok,10.0
11,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6809156756441888, 0.13794010626589281, 0.18114421808991846]",1,False,no_update_baseline,0.0,0,0,0.009162977326902855,0.0036158408038318157,0.6951646846217108,0.0,201,795,ok,10.0
11,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.6806383476699778, 0.1380960060376617, 0.18126564629236055]","[0.6809157222145716, 0.1379400800863771, 0.18114419769905132]",20,True,fixed_point_tolerance,0.3,20,0,0.009163029285222946,0.0036158631555736065,0.0007924986988396276,0.0,4863,15900,ok,10.0
11,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.680745985895466, 0.13803549726700867, 0.1812185168375255]","[0.6809157222145716, 0.1379400800863771, 0.18114419769905132]",11,True,fixed_point_tolerance,0.5,11,0,0.009163029285222946,0.0036158631555736065,0.0006789452764228154,0.0,2589,8745,ok,10.0
11,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.6809157222145716, 0.1379400800863771, 0.18114419769905132]","[0.6809157222145716, 0.1379400800863771, 0.18114419769905132]",2,True,fixed_point_tolerance,1.0,2,0,0.009163029285222946,0.0036158631555736065,9.314076573896379e-08,0.0,456,1590,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.8640991603372723, 0.0737075290791184, 0.06219331058360934]",1,False,no_update_baseline,0.0,0,0,0.004929653464029959,0.006175742795070012,1.0615316540078779,0.0,135,57,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.8721472654384803, 0.06977077269180852, 0.058081961869711235]","[0.872766385776768, 0.0694679279953716, 0.05776568622786042]",20,False,max_rounds,0.3,20,0,0.014275462517831183,0.00825780505935351,0.0012382406765754361,0.0,4212,1140,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.872632572417061, 0.06953338322885937, 0.05783404435407957]","[0.872766385776768, 0.0694679279953716, 0.05776568622786042]",12,True,fixed_point_tolerance,0.5,12,0,0.014275462517831183,0.00825780505935351,0.0005352534388277722,0.0,2568,684,ok,10.0
12,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.8727664067913065, 0.06946791771604283, 0.057765675492650784]","[0.8727664067913065, 0.06946791771604283, 0.057765675492650784]",3,True,fixed_point_tolerance,1.0,3,0,0.014275450514382948,0.008257810026407242,4.2029076857685865e-08,0.0,564,171,ok,10.0
13,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.01112155379012402, 0.029280140484801553, 0.9595983057250744]",1,False,no_update_baseline,0.0,0,0,0.022243574433021607,0.01242880616337061,1.2525299447834821,0.0,234,147,ok,10.0
13,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.007041206895686222, 0.007050077802533956, 0.9859087153017798]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",20,False,max_rounds,0.3,20,0,0.036772709032753426,0.021873373227814834,0.001515902729773721,0.0,4350,2940,ok,10.0
13,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.006747506889759959, 0.006751940138464715, 0.9865005529717754]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",12,True,fixed_point_tolerance,0.5,12,0,0.036772709032753426,0.021873373227814834,0.0006644547795653481,0.0,2454,1764,ok,10.0
13,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]","[0.006666666666666667, 0.006666666666666667, 0.9866666666666667]",3,True,fixed_point_tolerance,1.0,3,0,0.03677267679480423,0.02187339620043834,0.0,0.0,675,441,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.5780558057258425, 0.3088041061537705, 0.113140088120387]",1,False,no_update_baseline,0.0,0,0,0.0013767187007633908,0.008076916138331095,0.48944494478501827,0.0,183,882,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.5777765132888726, 0.3088321004265032, 0.11339138628462418]","[0.5780558240132856, 0.30880410432076827, 0.11314007166594615]",19,True,fixed_point_tolerance,0.3,19,0,0.0013766229994112145,0.008076917380094528,0.0007980306411799337,0.0,3942,16758,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.5778165811642116, 0.3088280843097683, 0.11335533452602013]","[0.5780556411389773, 0.3088041226507786, 0.11314023621024401]",10,True,fixed_point_tolerance,0.5,10,0,0.001376649415888609,0.0080769049624602,0.0009562398990630577,0.0,2085,8820,ok,10.0
14,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.5780556411389773, 0.3088041226507786, 0.11314023621024401]","[0.5780556411389773, 0.3088041226507786, 0.11314023621024401]",2,True,fixed_point_tolerance,1.0,2,0,0.0013766703483995002,0.0080769049624602,3.291737302318909e-07,0.0,372,1764,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.006666666666666667, 0.4003287529792859, 0.5930045803540475]",1,False,no_update_baseline,0.0,0,0,0.013651819589722447,0.00589050321529309,0.6533333333333333,0.0,111,183,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.006927321403238865, 0.3999548108495316, 0.5931178677472295]","[0.006666666666666667, 0.4000298982627398, 0.5933034350705935]",20,True,fixed_point_tolerance,0.3,20,0,0.01641940732183573,0.006034915645917256,0.0007447278187776843,0.0,4944,3660,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.006826171875, 0.39997561530375436, 0.5931982128212456]","[0.006666666666666667, 0.4000345302443324, 0.593298803089001]",11,True,fixed_point_tolerance,0.5,11,0,0.01641519837686876,0.006032684197028478,0.0006380208333333212,0.0,2973,2013,ok,10.0
15,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,"[12, 16, 3]","[0.42458352407523203, 0.3089492750106594, 0.2664672009141086]","[0.006666666666666667, 0.40002792624933725, 0.5933054070839962]","[0.006666666666666667, 0.40002792624933725, 0.5933054070839962]",2,True,fixed_point_tolerance,1.0,2,0,0.01641879961311561,0.006035865594943364,0.0006016534598973222,0.0,393,366,ok,10.0
16,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.34818879760116095, 0.33229818371566805, 0.31951301868317106]",1,False,no_update_baseline,0.0,0,0,0.01685283628733103,0.010716158896684647,0.029710928535655157,0.0,231,120,ok,10.0
16,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.34790065248213276, 0.3323182620723196, 0.3197810854455476]","[0.3481941371995943, 0.3322978116449487, 0.31950805115545705]",11,True,fixed_point_tolerance,0.3,11,0,0.016735469889094468,0.010726201037565867,0.0008385277641758115,0.0,2379,1320,ok,10.0
