seed,D,rho,target_T,agent_id,alpha,bid,marginal_contribution,positive_contribution,alpha_share,contribution_share,profit_share,payment
2,5,0.0,0.0,3,0.25808163855737426,1.23,0.014754528179764748,0.014754528179764748,0.2580816385573743,0.10336380460286505,0.16525093818466877,1.6232972328795117
2,5,0.0,0.0,9,0.1784329364477695,1.39,0.006904205307364464,0.006904205307364464,0.17843293644776953,0.04836785830313572,0.10039388956098924,1.6289374571551543
2,5,0.0,0.0,19,0.19921255152815137,1.39,0.003238597884774208,0.003238597884774208,0.1992125515281514,0.022688207638395033,0.09329794519429759,1.6120491095624283
2,5,0.0,0.0,5,0.1436895078208989,1.15,0.05333094298839569,0.05333094298839569,0.14368950782089893,0.37361338181584347,0.28164383221786565,1.8203123206785203
2,5,0.0,0.0,16,0.10474752578410643,1.3099999999999998,0.045014433562755585,0.045014433562755585,0.10474752578410644,0.3153515353659724,0.23110993153322598,1.8600416370490778
2,5,0.0,0.0,10,0.11583583986169957,1.15,0.019500955939292908,0.019500955939292908,0.11583583986169958,0.13661521227378834,0.12830346330895284,1.455362242675308
2,10,0.0,0.0,9,0.5112580141441035,1.54,0.25332761369645596,0.25332761369645596,0.5112580141441035,0.20522688016761445,0.3276393337582101,2.9291907751348107
2,10,0.0,0.0,16,0.28168101541620494,1.46,0.8953731711953878,0.8953731711953878,0.28168101541620494,0.7253636499745844,0.5478905961512326,3.7830561276812262
2,10,0.0,0.0,6,0.1168290400380185,1.46,0.07344204001128674,0.07344204001128674,0.1168290400380185,0.05949718834331857,0.08242992902119854,1.8095028990498818
2,10,0.0,0.0,20,0.09023193040167293,1.3,0.012235505506396294,0.012235505506396294,0.09023193040167293,0.009912281514482637,0.04204014106935876,1.4782501981340812
