seed,D,rho,target_T,method,iteration,target_error,state
1,5,0.0,0.0,custom_secant_dynamic,19,0.013840504,dynamic
1,5,0.0,0.0,custom_secant_dynamic,20,0.013841145,Annealing Triggered
1,5,0.0,0.0,custom_secant_dynamic,21,0.013841145,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,0,0.45431674,Start
1,10,0.0,0.0,custom_secant_dynamic,1,0.42194948,secant
1,10,0.0,0.0,custom_secant_dynamic,2,0.3609829,secant
1,10,0.0,0.0,custom_secant_dynamic,3,0.28015542,secant
1,10,0.0,0.0,custom_secant_dynamic,4,0.29853636,secant
1,10,0.0,0.0,custom_secant_dynamic,5,0.1900782,secant
1,10,0.0,0.0,custom_secant_dynamic,6,0.1900782,secant
1,10,0.0,0.0,custom_secant_dynamic,7,0.26944345,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,8,0.21410888,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,9,0.25856632,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,10,0.22748494,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,11,0.251683,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,12,0.23406565,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,13,0.24088138,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,14,0.2366451,Annealing Triggered
1,10,0.0,0.0,custom_secant_dynamic,15,0.23662043,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,0,0.10600397,Start
2,2,0.0,0.0,custom_secant_dynamic,1,0.011874761,secant
2,2,0.0,0.0,custom_secant_dynamic,2,0.0122994725,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,3,0.018555997,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,4,0.019647181,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,5,0.019848391,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,6,0.019885994,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,7,0.019889522,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,8,0.019889522,secant
2,2,0.0,0.0,custom_secant_dynamic,9,0.001971148,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,10,0.007417135,dynamic
2,2,0.0,0.0,custom_secant_dynamic,11,0.009092066,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,12,0.009415071,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,13,0.009195164,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,14,0.009285927,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,15,0.009224005,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,16,0.00923254,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,0,0.16324857,Start
2,5,0.0,0.0,custom_secant_dynamic,1,0.13081749,secant
2,5,0.0,0.0,custom_secant_dynamic,2,0.09601382,secant
2,5,0.0,0.0,custom_secant_dynamic,3,0.06027714,secant
2,5,0.0,0.0,custom_secant_dynamic,4,0.0104886,secant
2,5,0.0,0.0,custom_secant_dynamic,5,0.008659363,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,6,0.008659363,secant
2,5,0.0,0.0,custom_secant_dynamic,7,0.00984171,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,8,0.0048341006,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,9,0.00561665,dynamic
2,5,0.0,0.0,custom_secant_dynamic,10,0.0068243295,dynamic
2,5,0.0,0.0,custom_secant_dynamic,11,0.0078213215,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,12,0.007310942,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,13,0.0075809658,dynamic
2,5,0.0,0.0,custom_secant_dynamic,14,0.0075862855,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,15,0.0075863004,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,16,0.007586226,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,17,0.0075862557,Annealing Triggered
2,5,0.0,0.0,custom_secant_dynamic,18,0.0075862706,dynamic
2,5,0.0,0.0,custom_secant_dynamic,19,0.0075861514,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,0,0.16353923,Start
2,10,0.0,0.0,custom_secant_dynamic,1,0.10438823,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,2,0.10438823,secant
2,10,0.0,0.0,custom_secant_dynamic,3,0.13299438,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,4,0.11223739,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,5,0.12818412,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,6,0.116509005,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,7,0.12547447,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,8,0.12219167,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,9,0.122262225,Annealing Triggered
2,10,0.0,0.0,custom_secant_dynamic,10,0.12223438,dynamic
