seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,target_error,stage3_engine,stage3_engine_losses,evaluation_loss,delivered_solution_evaluation_loss,full_solution_source,loo_search_objective,consistency_l1,update_l1,eta_used,update_accepted,gate_triggered,eval_loss_delta,informative,stage3_requests_cumulative,contribution_requests_cumulative
0,5,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,3,0.006090697771277298,bfgs,"{""bfgs"": 0.027817523553764344, ""custom"": 0.028812015937219954}",0.007620359460512797,0.007620359460512797,stage3_l_opt,l_opt_current_alpha,0.6362946755977499,0.0954442013396625,0.15,True,False,0.0,True,13020,43705
0,5,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,4,0.009548231662030462,bfgs,"{""bfgs"": 0.040367575493029134, ""custom"": 0.16016867867235052}",0.035500759879748024,0.035500759879748024,stage3_l_opt,l_opt_current_alpha,0.7993933163051858,0.0954442013396625,0.075,False,True,0.027880400419235226,True,15605,53015
1,2,0.3,0.0,uniform,0,trimmed,0.0,guarded,controlled,5,1,0,0.0024432934588861643,custom,"{""bfgs"": 0.13691198080778122, ""custom"": 0.02472555749118328}",0.017546817660331726,0.017546817660331726,stage3_l_opt,l_opt_current_alpha,1.4943549590345144,0.0,0.0,False,False,,True,1095,3095
1,2,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,0,0.0024432934588861643,custom,"{""bfgs"": 0.13691198080778122, ""custom"": 0.02472555749118328}",0.017546817660331726,0.017546817660331726,stage3_l_opt,l_opt_current_alpha,1.4943549590345144,0.4483064877103544,0.3,True,False,,True,1095,3095
1,2,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,1,0.019350741195830246,custom,"{""bfgs"": 0.13251630969286637, ""custom"": 0.02174669350667125}",0.026395579800009727,0.026395579800009727,stage3_l_opt,l_opt_current_alpha,1.3685075945052647,0.4483064877103544,0.15,False,True,0.008848762139678001,True,1905,5760
1,2,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,2,0.0024432934588861643,custom,"{""bfgs"": 0.13691198080778122, ""custom"": 0.02472555749118328}",0.017546817660331726,0.017546817660331726,stage3_l_opt,l_opt_current_alpha,1.4943549590345144,0.22415324385517715,0.15,True,False,0.0,True,3000,8855
1,2,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,3,0.009756336875905824,custom,"{""bfgs"": 0.13471414525032382, ""custom"": 0.022743647114678356}",0.018602990234891575,0.018602990234891575,stage3_l_opt,l_opt_current_alpha,0.7647434224619726,0.22415324385517715,0.075,False,True,0.0010561725745598487,True,3930,12985
1,2,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,4,0.0024432934588861643,custom,"{""bfgs"": 0.13691198080778122, ""custom"": 0.02472555749118328}",0.017546817660331726,0.017546817660331726,stage3_l_opt,l_opt_current_alpha,1.4943549590345144,0.11207662192758855,0.075,True,False,0.0,True,5025,16080
1,5,0.3,0.0,uniform,0,trimmed,0.0,guarded,controlled,5,1,0,0.07815249296822713,custom,"{""bfgs"": 0.1731401801109314, ""custom"": 0.06981381252408028}",0.06882768000165622,0.06882768000165622,stage3_l_opt,l_opt_current_alpha,,0.0,0.0,False,False,,False,2055,10810
1,5,0.3,0.0,uniform,0,trimmed,0.3,guarded,controlled,5,1,0,0.07815249296822713,custom,"{""bfgs"": 0.1731401801109314, ""custom"": 0.06981381252408028}",0.06882768000165622,0.06882768000165622,stage3_l_opt,l_opt_current_alpha,,0.0,0.3,False,False,,False,2055,10810
