seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,coalition_round,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,final_raw_contribution_weights,rounds_executed,final_accepted_round,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_delivered_solution_evaluation_loss,final_full_solution_source,final_loo_search_objective,final_consistency_l1,final_raw_consistency_l1,final_solver_audit_status,solver_recovery_attempts,solver_recovery_successes,selected_poison_weight,stage3_requests,contribution_requests,payment_status,payment_contribution_source,payment_fallback_reason,payment_contribution_weights,payment_requests,paid_total,initial_coalition_ids,final_coalition_ids,coalition_rounds_executed,pruning_log
5,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[20, 18]","[0.5139200467255628, 0.48607995327443726]","[0.5, 0.5]","[0.0734250197367915, 0.9265749802632085]","[0.06471940789468521, 0.9352805921053148]",20,0,False,max_rounds,0.05,0,19,0.016154373146065215,0.011828691698610783,0.011828691698610783,stage3_l_opt,l_opt_current_alpha,0.853149960526417,0.8705611842106296,not_needed,0,0,0.0,19386,75592,ok,eval,,"[0.06471940789468521, 0.9352805921053148]",0,10.0,"[20, 18, 3]","[20, 18]",2,"[{""coalition_ids"": [20, 18, 3], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 3, ""pruning_candidate_contribution"": -8.11840097109471e-05, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 3, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [20, 18], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
5,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,1,"[20, 18]","[0.5139200467255628, 0.48607995327443726]","[0.4862442148738235, 0.5137557851261765]","[0.07343091260815446, 0.9265690873918455]","[0.06472542102872905, 0.935274578971271]",20,4,False,max_rounds,0.05,1,18,0.016174228284894954,0.011828609742224216,0.011828609742224216,stage3_l_opt,l_opt_current_alpha,0.8256266045313381,0.843037587690189,not_needed,0,0,0.0,26964,67858,ok,eval,,"[0.06472542102872905, 0.935274578971271]",0,10.0,"[20, 18, 3]","[20, 18]",2,"[{""coalition_ids"": [20, 18, 3], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 3, ""pruning_candidate_contribution"": -8.1201394399006e-05, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 3, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [20, 18], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
6,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[18, 19, 3]","[0.3493537306424939, 0.37236512971503266, 0.2782811396424733]","[0.5471498507218026, 0.2268469431417004, 0.22600320613649708]","[0.27644667325092537, 0.361410756850656, 0.3621425698984186]","[0.2752857210043456, 0.3619837654938667, 0.3627305135017877]",20,1,False,max_rounds,0.05,1,18,0.0021054256683335736,0.007810634250442187,0.007810634250442187,stage3_l_opt,l_opt_current_alpha,0.5414063549417543,0.5437282594349139,not_needed,3,3,0.0,13956,34932,ok,eval,,"[0.2752857210043456, 0.3619837654938667, 0.3627305135017877]",0,10.0,"[18, 19, 3]","[18, 19, 3]",1,"[{""coalition_ids"": [18, 19, 3], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
6,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,2,[19],[1.0],[1.0],[1.0],[1.0],1,0,True,fixed_point_tolerance,0.5,0,0,0.0019503316459932307,9.12696123123169e-08,9.12696123123169e-08,stage3_l_opt,l_opt_current_alpha,0.0,0.0,not_needed,0,0,0.0,8505,9632,ok,eval,,[1.0],0,10.0,"[18, 19, 3]",[19],3,"[{""coalition_ids"": [18, 19, 3], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 3, ""pruning_candidate_contribution"": -0.00348590686917305, ""pruning_state_source"": ""terminal_audited_uninformative"", ""removed_agent_id"": 3, ""solver_audit_status"": ""audited_uninformative"", ""stage3a_stop_reason"": ""audited_uninformative"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [18, 19], ""coalition_round"": 1, ""pruning_candidate_agent_id"": 18, ""pruning_candidate_contribution"": -0.007707884535193443, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": 18, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [19], ""coalition_round"": 2, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
7,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[13, 9]","[0.4787701414821533, 0.5212298585178468]","[0.6793107991772811, 0.3206892008227189]","[0.6796609942198122, 0.3203390057801878]","[0.6833275451222574, 0.31667245487774265]",10,9,True,fixed_point_tolerance,0.5,9,0,0.0026833700345559874,0.0016044341027736664,0.0016044341027736664,stage3_l_opt,l_opt_current_alpha,0.0007003900850621747,0.008033491889952504,recovered_informative,9,9,0.0,8547,20693,ok,eval,,"[0.6833275451222574, 0.31667245487774265]",0,10.0,"[15, 13, 9]","[13, 9]",2,"[{""coalition_ids"": [15, 13, 9], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 15, ""pruning_candidate_contribution"": -0.0011423975229263306, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": 15, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [13, 9], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
7,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[15, 13, 9]","[0.46598568727126066, 0.2556701080586334, 0.27834420467010595]","[0.3985568121341764, 0.2870396093398118, 0.3144035785260119]","[0.06172809703836772, 0.40210050026981403, 0.5361714026918183]","[0.05618513303234801, 0.4035039118399463, 0.5403109551277057]",20,7,False,max_rounds,0.05,3,16,0.01718525274505389,0.007856457804640135,0.007856457804640135,stage3_l_opt,l_opt_current_alpha,0.6736574301916172,0.6847433582036566,not_needed,0,0,0.0,5973,26718,ok,eval,,"[0.05618513303234801, 0.4035039118399463, 0.5403109551277057]",0,10.0,"[15, 13, 9]","[15, 13, 9]",1,"[{""coalition_ids"": [15, 13, 9], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
8,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[18, 9]","[0.5279786142439893, 0.4720213857560107]","[0.323994764900147, 0.676005235099853]","[0.18713220156268806, 0.8128677984373119]","[0.1807471444517225, 0.8192528555482775]",20,4,False,max_rounds,0.05,2,17,0.0017232976347467382,0.001724827103316784,0.001724827103316784,stage3_l_opt,l_opt_current_alpha,0.2737251266749179,0.2864952408968491,not_needed,0,0,0.0,10005,5524,ok,eval,,"[0.1807471444517225, 0.8192528555482775]",0,10.0,"[1, 18, 9]","[18, 9]",2,"[{""coalition_ids"": [1, 18, 9], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 1, ""pruning_candidate_contribution"": -0.001530544211467107, ""pruning_state_source"": ""terminal_audited_uninformative"", ""removed_agent_id"": 1, ""solver_audit_status"": ""audited_uninformative"", ""stage3a_stop_reason"": ""audited_uninformative"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [18, 9], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
8,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,1,"[18, 9]","[0.5279786142439893, 0.4720213857560107]","[0.32692228822495295, 0.673077711775047]","[0.18720230136133623, 0.8127976986386638]","[0.18081867485850633, 0.8191813251414937]",20,6,False,max_rounds,0.05,3,16,0.0017261796626617532,0.0017236685380339622,0.0017236685380339622,stage3_l_opt,l_opt_current_alpha,0.2794399737272335,0.29220722673289323,not_needed,0,0,0.0,13332,23416,ok,eval,,"[0.18081867485850633, 0.8191813251414937]",0,10.0,"[1, 18, 9]","[18, 9]",2,"[{""coalition_ids"": [1, 18, 9], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 1, ""pruning_candidate_contribution"": -0.0015286741157372792, ""pruning_state_source"": ""terminal_audited_uninformative"", ""removed_agent_id"": 1, ""solver_audit_status"": ""audited_uninformative"", ""stage3a_stop_reason"": ""audited_uninformative"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [18, 9], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
9,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[8, 1]","[0.45526271435032745, 0.5447372856496725]","[0.5, 0.5]","[0.9775661278024017, 0.022433872197598265]","[0.9873123753085732, 0.012687624691426801]",20,0,False,max_rounds,0.05,0,19,0.004863450352803007,0.009473726153373718,0.009473726153373718,stage3_l_opt,l_opt_current_alpha,0.9551322556048034,0.9746247506171464,not_needed,0,0,0.0,4199,6646,ok,eval,,"[0.9873123753085732, 0.012687624691426801]",0,9.999999999999998,"[16, 8, 1]","[8, 1]",2,"[{""coalition_ids"": [16, 8, 1], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 16, ""pruning_candidate_contribution"": -0.002537064254283906, ""pruning_state_source"": ""terminal_audited_uninformative"", ""removed_agent_id"": 16, ""solver_audit_status"": ""audited_uninformative"", ""stage3a_stop_reason"": ""audited_uninformative"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [8, 1], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
9,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,1,"[16, 8]","[0.5753012947861581, 0.42469870521384195]","[0.010485197348587933, 0.9895148026514121]","[0.010209580838323353, 0.9897904191616766]","[0.000213857998289136, 0.9997861420017109]",12,11,True,fixed_point_tolerance,0.5,11,0,0.024252727522534632,0.003901420161128044,0.003901420161128044,stage3_l_opt,l_opt_current_alpha,0.0005512330205291113,0.020542678700597575,not_needed,0,0,0.0,6475,7164,ok,eval,,"[0.0, 1.0]",0,10.0,"[16, 8, 1]","[16, 8]",2,"[{""coalition_ids"": [16, 8, 1], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 1, ""pruning_candidate_contribution"": -0.0010888278484344482, ""pruning_state_source"": ""terminal_audited_uninformative"", ""removed_agent_id"": 1, ""solver_audit_status"": ""audited_uninformative"", ""stage3a_stop_reason"": ""audited_uninformative"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [16, 8], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
10,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.10750719249787041, 0.7653729273448937, 0.1271198801572359]","[0.006666666666666665, 0.9353744170307716, 0.05795891630256157]","[0.0, 0.9476609697592908, 0.05233903024070909]",20,7,False,max_rounds,0.05,4,15,0.007240925381789661,0.00520948941508929,0.00520948941508929,stage3_l_opt,l_opt_current_alpha,0.340002979371756,0.36457608482879433,recovered_informative,19,19,0.0,25182,31824,ok,eval,,"[0.0, 0.947660969759291, 0.05233903024070911]",0,10.0,"[18, 8, 14]","[18, 8, 14]",1,"[{""coalition_ids"": [18, 8, 14], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
10,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.1078207998189475, 0.7624021517064132, 0.1297770484746394]","[0.006666666666666665, 0.9353744170307716, 0.05795891630256157]","[0.0, 0.9476609697592908, 0.05233903024070909]",20,7,False,max_rounds,0.05,4,15,0.007240925381789661,0.00520948941508929,0.00520948941508929,stage3_l_opt,l_opt_current_alpha,0.34594453064871705,0.3705176361057554,recovered_informative,19,19,0.0,24447,32436,ok,eval,,"[0.0, 0.947660969759291, 0.05233903024070911]",0,10.0,"[18, 8, 14]","[18, 8, 14]",1,"[{""coalition_ids"": [18, 8, 14], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
11,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.9863475754695024, 0.006826171875, 0.00682625265549771]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]","[1.0, 0.0, 0.0]",12,11,True,fixed_point_tolerance,0.5,11,0,0.00916302876149079,0.0036158631555736065,0.0036158631555736065,stage3_l_opt,l_opt_current_alpha,0.0006381823943287096,0.027304849060995354,not_needed,0,0,0.0,9786,17541,ok,eval,,"[1.0, 0.0, 0.0]",0,10.0,"[20, 8, 17]","[20, 8, 17]",1,"[{""coalition_ids"": [20, 8, 17], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
11,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.9861781180959488, 0.00693137990247761, 0.006890502001573684]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]","[1.0, 0.0, 0.0]",11,10,True,fixed_point_tolerance,0.5,10,0,0.009163027812337111,0.0036158631555736065,0.0036158631555736065,stage3_l_opt,l_opt_current_alpha,0.000977097141435854,0.027643763808102496,not_needed,0,0,0.0,10896,15795,ok,eval,,"[1.0, 0.0, 0.0]",0,10.0,"[20, 8, 17]","[20, 8, 17]",1,"[{""coalition_ids"": [20, 8, 17], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
