seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,leave_one_out_engine,leave_one_out_engine_losses,contribution_share,optimization_after
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,15,True,3.697449648706734e-05,0.2562835568016212,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.29568204656275604
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,1,False,0.14984511474643689,0.18485540521172725,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.17425418885993632
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,2,False,0.4737265966771876,0.18578554979386683,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.1758354346495736
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,3,False,0.231964695539853,0.18694373149044224,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.17780434353375182
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,4,False,0.14442661854003544,0.1861317567023424,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.1764239863939821
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,15,True,3.697449648706734e-05,0.29568204656275604,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.3232609893955504
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,1,False,0.14984511474643689,0.17425418885993632,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.1668333374136827
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,2,False,0.4737265966771876,0.1758354346495736,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.16887035404856837
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,3,False,0.231964695539853,0.17780434353375182,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.17140677196406853
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,4,False,0.14442661854003544,0.1764239863939821,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.16962854717812986
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,15,True,3.697449648706734e-05,0.3232609893955504,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.34256624937850655
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,1,False,0.14984511474643689,0.1668333374136827,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.16163874140130519
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,2,False,0.4737265966771876,0.16887035404856837,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.1639947976278647
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,3,False,0.231964695539853,0.17140677196406853,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.16692847186529025
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,4,False,0.14442661854003544,0.16962854717812986,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.16487173972703334
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,15,True,3.697449648706734e-05,0.34256624937850655,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.3560799313665758
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,1,False,0.14984511474643689,0.16163874140130519,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.15800252419264088
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,2,False,0.4737265966771876,0.1639947976278647,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.16058190813337214
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,3,False,0.231964695539853,0.16692847186529025,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.1637936617961454
0,2,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,4,False,0.14442661854003544,0.16487173972703334,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.16154197451126573
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,15,True,3.697449648706734e-05,0.2,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.293805928002702
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,1,False,0.14984511474643689,0.2,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.17475900868621214
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,2,False,0.4737265966771876,0.2,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.17630924965644473
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,3,False,0.231964695539853,0.2,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.17823955248407042
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,4,False,0.14442661854003544,0.2,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.1768862611705707
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,1,15,True,3.697449648706734e-05,0.293805928002702,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.340708892004053
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,1,1,False,0.14984511474643689,0.17475900868621214,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.1621385130293182
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,1,2,False,0.4737265966771876,0.17630924965644473,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.1644638744846671
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,1,3,False,0.231964695539853,0.17823955248407042,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.16735932872610565
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,1,4,False,0.14442661854003544,0.1768862611705707,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.16532939175585604
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,2,15,True,3.697449648706734e-05,0.340708892004053,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.36416037400472856
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,2,1,False,0.14984511474643689,0.1621385130293182,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.15582826520087123
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,2,2,False,0.4737265966771876,0.1644638744846671,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.15854118689877827
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,2,3,False,0.231964695539853,0.16735932872610565,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.16191921684712324
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,2,4,False,0.14442661854003544,0.16532939175585604,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.1595509570484987
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,15,True,3.697449648706734e-05,0.36416037400472856,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.3758861150050663
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,1,False,0.14984511474643689,0.15582826520087123,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.15267314128664772
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,2,False,0.4737265966771876,0.15854118689877827,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.1555798431058339
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,3,False,0.231964695539853,0.16191921684712324,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.15919916090763203
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,3,4,False,0.14442661854003544,0.1595509570484987,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.15666173969482006
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,15,True,3.697449648706734e-05,0.3758861150050663,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.38174898550523517
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,1,False,0.14984511474643689,0.15267314128664772,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.151095579329536
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,2,False,0.4737265966771876,0.1555798431058339,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.15409917120936167
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,3,False,0.231964695539853,0.15919916090763203,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.15783913293788643
0,2,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,4,4,False,0.14442661854003544,0.15666173969482006,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.15521713101798074
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,0,15,True,3.697449648706734e-05,0.2,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.38761185600540404
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,0,1,False,0.14984511474643689,0.2,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.14951801737242423
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,0,2,False,0.4737265966771876,0.2,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.15261849931288948
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,0,3,False,0.231964695539853,0.2,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.15647910496814085
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,0,4,False,0.14442661854003544,0.2,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.1537725223411414
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,1,15,True,3.697449648706734e-05,0.38761185600540404,0.009614917635917663,0.009614917635917663,custom,"{""bfgs"": 0.06151980012655258, ""custom"": 0.025510168075561522}",0.38761185600540404,0.38761185600540404
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,1,1,False,0.14984511474643689,0.14951801737242423,0.0036472901701927185,0.0036472901701927185,custom,"{""bfgs"": 0.036352045834064484, ""custom"": 0.019542540609836578}",0.14951801737242423,0.14951801737242423
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,1,2,False,0.4737265966771876,0.15261849931288948,0.003725001215934755,0.003725001215934755,custom,"{""bfgs"": 0.07117873132228851, ""custom"": 0.019620251655578614}",0.15261849931288948,0.15261849931288948
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,1,3,False,0.231964695539853,0.15647910496814085,0.0038217641413211823,0.0038217641413211823,custom,"{""bfgs"": 0.05273331254720688, ""custom"": 0.01971701458096504}",0.15647910496814085,0.15647910496814085
0,2,0.3,0.0,uniform,0,uniform,1.0,fixed,controlled,5,1,1,4,False,0.14442661854003544,0.1537725223411414,0.0037539258599281304,0.0037539258599281304,custom,"{""bfgs"": 0.05388355106115341, ""custom"": 0.01964917629957199}",0.1537725223411414,0.1537725223411414
0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1,0,15,True,4.637614459823592e-05,0.2,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.2
0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1,0,1,False,0.16233495924586727,0.2,0.016802886128425596,0.016802886128425596,custom,"{""bfgs"": 0.24079571515321732, ""custom"": 0.03255278319120407}",0.03770223207425201,0.2
0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1,0,2,False,0.3848564806039702,0.2,0.17931919991970063,0.17931919991970063,custom,"{""bfgs"": 0.23539448529481888, ""custom"": 0.1950690969824791}",0.36366781211706084,0.2
0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1,0,3,False,0.23327183262987206,0.2,0.001963289082050325,0.001963289082050325,custom,"{""bfgs"": 0.03651176691055298, ""custom"": 0.017713186144828797}",0.007937848758027919,0.2
0,5,0.3,0.0,uniform,0,uniform,0.0,fixed,controlled,5,1,0,4,False,0.21949035137569237,0.2,0.27464777529239653,0.27464777529239653,custom,"{""bfgs"": 0.4025606453418732, ""custom"": 0.290397672355175}",0.5548722127160343,0.2
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,0,15,True,4.637614459823592e-05,0.2,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.15074596830038747
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,0,1,False,0.16233495924586727,0.2,0.016802886128425596,0.016802886128425596,custom,"{""bfgs"": 0.24079571515321732, ""custom"": 0.03255278319120407}",0.03770223207425201,0.1513106696222756
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,0,2,False,0.3848564806039702,0.2,0.17931919991970063,0.17931919991970063,custom,"{""bfgs"": 0.23539448529481888, ""custom"": 0.1950690969824791}",0.36366781211706084,0.24910034363511824
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,0,3,False,0.23327183262987206,0.2,0.001963289082050325,0.001963289082050325,custom,"{""bfgs"": 0.03651176691055298, ""custom"": 0.017713186144828797}",0.007937848758027919,0.14238135462740836
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,0,4,False,0.21949035137569237,0.2,0.27464777529239653,0.27464777529239653,custom,"{""bfgs"": 0.4025606453418732, ""custom"": 0.290397672355175}",0.5548722127160343,0.30646166381481027
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,15,True,4.637614459823592e-05,0.15074596830038747,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.11626814611065872
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,1,False,0.16233495924586727,0.1513106696222756,0.016802886128425596,0.016802886128425596,custom,"{""bfgs"": 0.24079571515321732, ""custom"": 0.03255278319120407}",0.03770223207425201,0.11722813835786854
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,2,False,0.3848564806039702,0.24910034363511824,0.17931919991970063,0.17931919991970063,custom,"{""bfgs"": 0.23539448529481888, ""custom"": 0.1950690969824791}",0.36366781211706084,0.28347058417970106
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,3,False,0.23327183262987206,0.14238135462740836,0.001963289082050325,0.001963289082050325,custom,"{""bfgs"": 0.03651176691055298, ""custom"": 0.017713186144828797}",0.007937848758027919,0.10204830286659423
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,1,4,False,0.21949035137569237,0.30646166381481027,0.27464777529239653,0.27464777529239653,custom,"{""bfgs"": 0.4025606453418732, ""custom"": 0.290397672355175}",0.5548722127160343,0.3809848284851775
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,15,True,4.637614459823592e-05,0.11626814611065872,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.09213367057784859
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,1,False,0.16233495924586727,0.11722813835786854,0.016802886128425596,0.016802886128425596,custom,"{""bfgs"": 0.24079571515321732, ""custom"": 0.03255278319120407}",0.03770223207425201,0.09337036647278357
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,2,False,0.3848564806039702,0.28347058417970106,0.17931919991970063,0.17931919991970063,custom,"{""bfgs"": 0.23539448529481888, ""custom"": 0.1950690969824791}",0.36366781211706084,0.307529752560909
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,3,False,0.23327183262987206,0.10204830286659423,0.001963289082050325,0.001963289082050325,custom,"{""bfgs"": 0.03651176691055298, ""custom"": 0.017713186144828797}",0.007937848758027919,0.07381516663402433
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,2,4,False,0.21949035137569237,0.3809848284851775,0.27464777529239653,0.27464777529239653,custom,"{""bfgs"": 0.4025606453418732, ""custom"": 0.290397672355175}",0.5548722127160343,0.4331510437544345
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,15,True,4.637614459823592e-05,0.09213367057784859,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.0752395377048815
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,1,False,0.16233495924586727,0.09337036647278357,0.016802886128425596,0.016802886128425596,custom,"{""bfgs"": 0.24079571515321732, ""custom"": 0.03255278319120407}",0.03770223207425201,0.0766699261532241
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,2,False,0.3848564806039702,0.307529752560909,0.17931919991970063,0.17931919991970063,custom,"{""bfgs"": 0.23539448529481888, ""custom"": 0.1950690969824791}",0.36366781211706084,0.32437117042775454
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,3,False,0.23327183262987206,0.07381516663402433,0.001963289082050325,0.001963289082050325,custom,"{""bfgs"": 0.03651176691055298, ""custom"": 0.017713186144828797}",0.007937848758027919,0.05405197127122541
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,3,4,False,0.21949035137569237,0.4331510437544345,0.27464777529239653,0.27464777529239653,custom,"{""bfgs"": 0.4025606453418732, ""custom"": 0.290397672355175}",0.5548722127160343,0.4696673944429144
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,15,True,4.637614459823592e-05,0.0752395377048815,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.06341364469380455
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,1,False,0.16233495924586727,0.0766699261532241,0.016802886128425596,0.016802886128425596,custom,"{""bfgs"": 0.24079571515321732, ""custom"": 0.03255278319120407}",0.03770223207425201,0.06497961792953248
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,2,False,0.3848564806039702,0.32437117042775454,0.17931919991970063,0.17931919991970063,custom,"{""bfgs"": 0.23539448529481888, ""custom"": 0.1950690969824791}",0.36366781211706084,0.3361601629345465
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,3,False,0.23327183262987206,0.05405197127122541,0.001963289082050325,0.001963289082050325,custom,"{""bfgs"": 0.03651176691055298, ""custom"": 0.017713186144828797}",0.007937848758027919,0.040217734517266165
0,5,0.3,0.0,uniform,0,uniform,0.3,fixed,controlled,5,1,4,4,False,0.21949035137569237,0.4696673944429144,0.27464777529239653,0.27464777529239653,custom,"{""bfgs"": 0.4025606453418732, ""custom"": 0.290397672355175}",0.5548722127160343,0.4952288399248504
0,5,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,15,True,4.637614459823592e-05,0.2,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.11790994716731248
0,5,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,1,False,0.16233495924586727,0.2,0.016802886128425596,0.016802886128425596,custom,"{""bfgs"": 0.24079571515321732, ""custom"": 0.03255278319120407}",0.03770223207425201,0.118851116037126
0,5,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,2,False,0.3848564806039702,0.2,0.17931919991970063,0.17931919991970063,custom,"{""bfgs"": 0.23539448529481888, ""custom"": 0.1950690969824791}",0.36366781211706084,0.2818339060585304
0,5,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,3,False,0.23327183262987206,0.2,0.001963289082050325,0.001963289082050325,custom,"{""bfgs"": 0.03651176691055298, ""custom"": 0.017713186144828797}",0.007937848758027919,0.10396892437901396
0,5,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,0,4,False,0.21949035137569237,0.2,0.27464777529239653,0.27464777529239653,custom,"{""bfgs"": 0.4025606453418732, ""custom"": 0.290397672355175}",0.5548722127160343,0.37743610635801716
0,5,0.3,0.0,uniform,0,uniform,0.5,fixed,controlled,5,1,1,15,True,4.637614459823592e-05,0.11790994716731248,0.01586441099643707,0.01586441099643707,custom,"{""bfgs"": 0.2308510035276413, ""custom"": 0.03161430805921554}",0.03581989433462496,0.07686492075096872
