agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,evaluator,update_rate
3,0.3518895472586952,0.2993810781100058,0.25998847735199654,0.296748905314676,1.1400000000000001,2.9976481472698717,5,2,0.3,0.0,uniform,uniform,0.1
9,0.3791689334896448,0.4412715688020654,0.5665053062482414,0.4915707571448027,1.3,4.377232939726465,5,2,0.3,0.0,uniform,uniform,0.1
14,0.26894151925165993,0.25934735308792883,0.17350621639976205,0.2116803375405212,1.3,2.6251189130036625,5,2,0.3,0.0,uniform,uniform,0.1
3,0.3518895472586952,0.25544841938394874,0.22772532983907803,0.2773910168069249,1.1400000000000001,2.87646776521135,5,2,0.3,0.0,uniform,uniform,0.3
9,0.3791689334896448,0.5809386875589515,0.6690736685059323,0.5531117744994173,1.3,4.762479708366352,5,2,0.3,0.0,uniform,uniform,0.3
14,0.26894151925165993,0.16361289305709964,0.10320100165498965,0.16949720869365775,1.3,2.3610525264222977,5,2,0.3,0.0,uniform,uniform,0.3
3,0.3518895472586952,0.23084200042393382,0.2266471479074247,0.2767441076479329,1.1400000000000001,2.8724181138760603,5,2,0.3,0.0,uniform,uniform,0.5
9,0.3791689334896448,0.6591654040547539,0.6725013364016712,0.5551683752368607,1.3,4.775354028982748,5,2,0.3,0.0,uniform,uniform,0.5
14,0.26894151925165993,0.1099925955213123,0.10085151569090414,0.16808751711520648,1.3,2.3522278571411928,5,2,0.3,0.0,uniform,uniform,0.5
3,0.3518895472586952,0.2274143038103767,0.2069274347643252,0.2649122797620732,1.1400000000000001,2.7983508713105785,5,2,0.3,0.0,uniform,uniform,1.0
9,0.3791689334896448,0.6700624570415408,0.7351926370712448,0.5927831556386048,1.3,5.0108225542976665,5,2,0.3,0.0,uniform,uniform,1.0
14,0.26894151925165993,0.10252323914808267,0.057879928164430036,0.142304564599322,1.3,2.190826574391756,5,2,0.3,0.0,uniform,uniform,1.0
3,0.3354804482766015,0.3335466143636576,0.3338618865243371,0.33450931122524286,1.1400000000000001,3.207267543372001,6,2,0.3,0.0,uniform,uniform,0.1
7,0.3733062392268723,0.36823366553990244,0.41982335978730445,0.40121651156313154,1.3800000000000001,3.859518041460153,6,2,0.3,0.0,uniform,uniform,0.1
14,0.29121331249652627,0.29821972009644004,0.24631475368835845,0.2642741772116256,1.3,2.9332144151678463,6,2,0.3,0.0,uniform,uniform,0.1
3,0.3354804482766015,0.33376617882777804,0.33383501643537555,0.33449318917186593,1.1400000000000001,3.2071679090821315,6,2,0.3,0.0,uniform,uniform,0.3
7,0.3733062392268723,0.4041621901110367,0.4154264613394961,0.3985783724944466,1.3800000000000001,3.8432143420156804,6,2,0.3,0.0,uniform,uniform,0.3
14,0.29121331249652627,0.26207163106118525,0.2507385222251284,0.2669284383336875,1.3,2.949617748902189,6,2,0.3,0.0,uniform,uniform,0.3
3,0.3354804482766015,0.33383908757177116,0.333866804874195,0.3345122622351576,1.1400000000000001,3.207285780613274,6,2,0.3,0.0,uniform,uniform,0.5
7,0.3733062392268723,0.41609264347697456,0.4206281760604001,0.401699401326989,1.3800000000000001,3.8625023002007923,6,2,0.3,0.0,uniform,uniform,0.5
14,0.29121331249652627,0.25006826895125434,0.24550501906540492,0.2637883364378535,1.3,2.9302119191859344,6,2,0.3,0.0,uniform,uniform,0.5
3,0.3354804482766015,0.3338731158339102,0.3338731158339102,0.33451604881098673,1.1400000000000001,3.207309181651898,6,2,0.3,0.0,uniform,uniform,1.0
7,0.3733062392268723,0.4216608726404464,0.4216608726404464,0.4023190192750168,1.3800000000000001,3.866331539119604,6,2,0.3,0.0,uniform,uniform,1.0
14,0.29121331249652627,0.2444660115256434,0.2444660115256434,0.26316493191399654,1.3,2.9263592792284987,6,2,0.3,0.0,uniform,uniform,1.0
13,0.36979789790947204,0.29124463858018634,0.21572317289809143,0.27735306290264367,1.1400000000000001,2.942794908867184,7,2,0.3,0.0,uniform,uniform,0.1
9,0.4025934144741067,0.4209937784937523,0.5782864990137855,0.508009265197914,1.3,4.602060223786441,7,2,0.3,0.0,uniform,uniform,0.1
10,0.2276086876164213,0.28776158292606147,0.20599032808812318,0.21463767189944244,1.06,2.455144867346376,7,2,0.3,0.0,uniform,uniform,0.1
9,1.0,0.6554118163336344,1.0,1.0,1.3,10.0,7,2,0.3,0.0,uniform,uniform,0.3
9,1.0,0.8776446492113457,1.0,1.0,1.3,10.0,7,2,0.3,0.0,uniform,uniform,0.5
9,1.0,0.9866666666666667,1.0,1.0,1.3,10.0,7,2,0.3,0.0,uniform,uniform,1.0
