seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,coalition_round,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,final_raw_contribution_weights,rounds_executed,final_accepted_round,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_delivered_solution_evaluation_loss,final_full_solution_source,final_loo_search_objective,final_consistency_l1,final_raw_consistency_l1,final_solver_audit_status,solver_recovery_attempts,solver_recovery_successes,selected_poison_weight,stage3_requests,contribution_requests,payment_status,payment_contribution_source,payment_fallback_reason,payment_contribution_weights,payment_requests,paid_total,initial_coalition_ids,final_coalition_ids,coalition_rounds_executed,pruning_log
10,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[18, 8, 14]","[0.3341963286946278, 0.32396449828209883, 0.3418391730232733]","[0.10750719249787041, 0.7653729273448937, 0.1271198801572359]","[0.006666666666666665, 0.9353744170307716, 0.05795891630256157]","[0.0, 0.9476609697592908, 0.05233903024070909]",100,7,False,max_rounds,0.05,4,95,0.007240925381789661,0.00520948941508929,0.00520948941508929,stage3_l_opt,l_opt_current_alpha,0.340002979371756,0.36457608482879433,recovered_informative,99,99,0.0,136782,159024,ok,eval,,"[0.0, 0.947660969759291, 0.05233903024070911]",0,10.0,"[18, 8, 14]","[18, 8, 14]",1,"[{""coalition_ids"": [18, 8, 14], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
11,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[20, 8, 17]","[0.48645784400931996, 0.277733020137071, 0.23580913585360905]","[0.9863475754695024, 0.006826171875, 0.00682625265549771]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]","[1.0, 0.0, 0.0]",12,11,True,fixed_point_tolerance,0.5,11,0,0.00916302876149079,0.0036158631555736065,0.0036158631555736065,stage3_l_opt,l_opt_current_alpha,0.0006381823943287096,0.027304849060995354,not_needed,0,0,0.0,9786,17541,ok,eval,,"[1.0, 0.0, 0.0]",0,10.0,"[20, 8, 17]","[20, 8, 17]",1,"[{""coalition_ids"": [20, 8, 17], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[18, 15, 17]","[0.37706601689927144, 0.2557519912584921, 0.3671819918422366]","[0.4445629359617211, 0.2752028742970554, 0.2802341897412234]","[0.7391934370396017, 0.20826347468994705, 0.05254308827045126]","[0.7474762962989133, 0.2057110285951841, 0.046812675105902646]",100,5,False,max_rounds,0.05,2,97,0.0083560729556214,0.006088757266600926,0.006088757266600926,stage3_l_opt,l_opt_current_alpha,0.5892610021557612,0.6058267206743844,not_needed,0,0,0.0,121659,169767,ok,eval,,"[0.7474762962989132, 0.20571102859518403, 0.04681267510590264]",0,10.000000000000002,"[18, 15, 17]","[18, 15, 17]",1,"[{""coalition_ids"": [18, 15, 17], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[17, 6, 9]","[0.392236850850792, 0.34176404642194835, 0.26599910272725963]","[0.0070244658780254906, 0.9862689619713839, 0.0067065721505906025]","[0.006688762795242454, 0.986644570538091, 0.006666666666666667]","[2.2547069975293158e-05, 0.9999774529300247, 0.0]",14,13,True,fixed_point_tolerance,0.5,13,0,0.022243534072541704,0.012428857075671354,0.012428857075671354,stage3_l_opt,l_opt_current_alpha,0.0007512171334140135,0.027416981917281598,not_needed,0,0,0.0,3168,19938,ok,eval,,"[2.2547069975293158e-05, 0.9999774529300247, 0.0]",0,10.0,"[17, 6, 9]","[17, 6, 9]",1,"[{""coalition_ids"": [17, 6, 9], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
14,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[15, 5, 6]","[0.4114648729408524, 0.33719269563671106, 0.2513424314224367]","[0.9863279506833472, 0.006834333474625916, 0.006837715842026894]","[0.9866666666666667, 0.006666666666666667, 0.006666666666666667]","[1.0, 0.0, 0.0]",12,11,True,fixed_point_tolerance,0.5,11,0,0.001376671898484099,0.008076914896567663,0.008076914896567663,stage3_l_opt,l_opt_current_alpha,0.0006774319666389469,0.02734409863330559,not_needed,0,0,0.0,2640,23151,ok,eval,,"[1.0, 0.0, 0.0]",0,10.0,"[15, 5, 6]","[15, 5, 6]",1,"[{""coalition_ids"": [15, 5, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
15,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[16, 3]","[0.5369141968243755, 0.46308580317562453]","[0.010481411677751979, 0.989518588322248]","[0.010002897081579991, 0.98999710291842]","[2.956205693867163e-06, 0.9999970437943061]",11,10,True,fixed_point_tolerance,0.5,10,0,0.016231408239997677,0.001535077579319477,0.001535077579319477,stage3_l_opt,l_opt_current_alpha,0.000957029192343974,0.02095691094411617,not_needed,0,0,0.0,69700,136012,ok,eval,,"[2.956205693867163e-06, 0.9999970437943061]",0,10.0,"[12, 16, 3]","[16, 3]",2,"[{""coalition_ids"": [12, 16, 3], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 12, ""pruning_candidate_contribution"": -0.00025718651401499936, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 12, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [16, 3], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
16,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[8, 10, 2]","[0.36554068381743127, 0.30588194063743335, 0.32857737554513533]","[0.46188961818461244, 0.3064759237810961, 0.2316344580342915]","[0.4984057535475183, 0.28983551797000584, 0.21175872848247582]","[0.5017745784498486, 0.2889478074523869, 0.20927761409776446]",100,6,False,max_rounds,0.05,5,94,0.016688264481620113,0.010746020823717117,0.010746020823717117,stage3_l_opt,l_opt_current_alpha,0.07303227072581184,0.07976992053047244,not_needed,0,0,0.0,27906,88722,ok,eval,,"[0.5017745784498486, 0.2889478074523869, 0.20927761409776446]",0,10.0,"[8, 10, 2]","[8, 10, 2]",1,"[{""coalition_ids"": [8, 10, 2], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
17,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[19, 14, 15]","[0.43312189581145044, 0.31999163326538566, 0.24688647092316396]","[0.2613968169202345, 0.21083348871959184, 0.5277696943601737]","[0.20863588325039661, 0.7846974500829367, 0.006666666666666667]","[0.2060910373303367, 0.7939089626696633, 0.0]",100,4,False,max_rounds,0.05,2,97,0.007295076548421209,0.01230244276424249,0.01230244276424249,stage3_l_opt,l_opt_current_alpha,1.1477279227266899,1.1661509479001428,not_needed,2,2,0.0,106293,80898,ok,eval,,"[0.2060910373303367, 0.7939089626696633, 0.0]",0,10.0,"[19, 14, 15]","[19, 14, 15]",1,"[{""coalition_ids"": [19, 14, 15], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
18,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[8, 6]","[0.643372973760584, 0.3566270262394161]","[0.9895133569680022, 0.010486643031997735]","[0.9899918617555356, 0.010008138244464409]","[0.9999916956689139, 8.304331086131012e-06]",11,10,True,fixed_point_tolerance,0.5,10,0,0.010048888088283203,0.0006168950349092484,0.0006168950349092484,stage3_l_opt,l_opt_current_alpha,0.0009570095750666332,0.02095667740182324,not_needed,0,0,0.0,2521,5971,ok,eval,,"[0.9999916956689139, 8.304331086131012e-06]",0,10.0,"[8, 10, 6]","[8, 6]",2,"[{""coalition_ids"": [8, 10, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 10, ""pruning_candidate_contribution"": -0.00032004217306772853, ""pruning_state_source"": ""terminal_audited_uninformative"", ""removed_agent_id"": 10, ""solver_audit_status"": ""audited_uninformative"", ""stage3a_stop_reason"": ""audited_uninformative"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [8, 6], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
19,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[10, 8, 18]","[0.3984081239269777, 0.3523335035096514, 0.2492583725633708]","[0.36820560055223406, 0.27506247668526596, 0.3567319227625]","[0.4183551811328227, 0.1912635368965641, 0.39038128197061334]","[0.42009032088383264, 0.18836415329581369, 0.3915455258203537]",100,4,False,max_rounds,0.05,2,97,0.020626603976590052,0.01096365600824356,0.01096365600824356,stage3_l_opt,l_opt_current_alpha,0.16759787957740385,0.17339664677890454,not_needed,0,0,0.0,26163,60930,ok,eval,,"[0.42009032088383264, 0.18836415329581369, 0.3915455258203537]",0,10.0,"[10, 8, 18]","[10, 8, 18]",1,"[{""coalition_ids"": [10, 8, 18], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
20,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[17, 11, 10]","[0.4483165027008619, 0.28458531095705364, 0.2670981863420845]","[0.98634488509354, 0.006826173353216328, 0.0068289415532436625]","[0.9866638915683089, 0.006666666666666665, 0.006669441765024308]","[0.999997168266982, 0.0, 2.8317330180027643e-06]",12,11,True,fixed_point_tolerance,0.5,11,0,0.012060738056514808,0.0057740795115629835,0.0057740795115629835,stage3_l_opt,l_opt_current_alpha,0.0006380129495379191,0.027304566346884013,recovered_informative,12,12,0.0,7821,37986,ok,eval,,"[0.999997168266982, 0.0, 2.8317330180027643e-06]",0,10.0,"[17, 11, 10]","[17, 11, 10]",1,"[{""coalition_ids"": [17, 11, 10], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
21,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[2, 10]","[0.6366802990508637, 0.3633197009491363]","[0.9895214803035818, 0.010478519696418193]","[0.99, 0.01]","[1.0, 0.0]",11,10,True,fixed_point_tolerance,0.5,10,0,0.009730165856386863,0.0011624889448285103,0.0011624889448285103,stage3_l_opt,l_opt_current_alpha,0.0009570393928364038,0.020957039392836413,not_needed,0,0,0.0,25700,118354,ok,eval,,"[1.0, 0.0]",0,10.0,"[2, 9, 10]","[2, 10]",2,"[{""coalition_ids"": [2, 9, 10], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 9, ""pruning_candidate_contribution"": -0.011602265139420826, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 9, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [2, 10], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
22,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[1, 6]","[0.5747282549259761, 0.4252717450740238]","[0.5236846349012231, 0.47631536509877687]","[0.9736926980244621, 0.026307301975537843]","[0.9833598959433287, 0.016640104056671268]",100,5,False,max_rounds,0.05,1,98,0.007521047436884809,0.0028046444058418274,0.0028046444058418274,stage3_l_opt,l_opt_current_alpha,0.9000161262464781,0.9193505220842113,not_needed,0,0,0.0,31719,135815,ok,eval,,"[0.9833598959433287, 0.016640104056671268]",0,10.0,"[1, 19, 6]","[1, 6]",2,"[{""coalition_ids"": [1, 19, 6], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 19, ""pruning_candidate_contribution"": -2.259512742360404e-05, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 19, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [1, 6], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
23,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[3, 18, 5]","[0.36609480630527397, 0.3196368032667526, 0.31426839042797344]","[0.6604196019815307, 0.17367898841628024, 0.16590140960218908]","[0.6621862073574302, 0.16891424470077387, 0.1688995479417959]","[0.6688974905007792, 0.1655587530960278, 0.16554375640319313]",100,4,False,max_rounds,0.05,3,96,0.007804054623689165,0.0025250365336736045,0.0025250365336736045,stage3_l_opt,l_opt_current_alpha,0.009529487431012645,0.01695577703849685,not_needed,0,0,0.0,13323,111657,ok,eval,,"[0.6688974905007791, 0.16555875309602777, 0.1655437564031931]",0,10.0,"[3, 18, 5]","[3, 18, 5]",1,"[{""coalition_ids"": [3, 18, 5], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
